date,time,tweet,tweet_id,hashtags,user_id,username,location,num_followers,geo_enabled,long,lat,relevant
2021-11-07,12:20:18,"Kraken @ Coyotes 11/6/21 | NHL Highlights - NHL
https://t.co/zpdE5rGSJa",1457322015568928780,[],1007725923720835072,NewsfeedsMedia,"Los Angeles, CA",215,False,,,0.0
2021-11-07,08:29:18,"NHL Highlights | Kraken vs. Coyotes - Nov. 6, 2021 - SPORTSNET
https://t.co/Smcp74bDq8",1457263881915617284,[],1007725923720835072,NewsfeedsMedia,"Los Angeles, CA",215,False,,,0.0
2021-11-07,07:32:47,@abobrow Never forget the coyotes we’ve lost to falling pianos,1457249657537458182,[],1327386060985307137,dan_plagens,"Los Angeles, CA",201,False,,,0.0
2021-11-07,05:55:38,Like… do coyotes chase people or???,1457225207542730753,[],754054128758730752,SPACEAGEPlMP,"Los Angeles, CA",8535,True,,,0.0
2021-11-07,05:54:51,Why it’s coyotes out here,1457225013908574210,[],1269792396616720384,NUNAnotNunu,90047,257,False,,,0.0
2021-11-07,04:58:03,The Seattle Kraken lost to the Arizona Coyotes………… The Ducks are gonna murder them on the 11th,1457210718420230144,[],4804764110,Drew_Ducks94,"Anaheim, CA",30,True,,,0.0
2021-11-07,04:45:01,@amandacstein Of course he won for the Coyotes. 😂,1457207439724449794,[],17822644,papiblez,"Orange, CA",3103,True,,,0.0
2021-11-07,04:32:57,Letting the Coyotes score 1 goal is bad enough….but 5?!?!,1457204399604846593,[],61294751,mhkinsvoice,"Pasadena, CA",544,True,,,0.0
2021-11-07,03:31:01,@SomeHart Sounds like coyotes. 🤔,1457188815324385283,[],30265461,Smaoka,"Los Angeles, CA",1254,True,,,0.0
2021-11-07,02:47:41,I’m not sure what’s scarier outside my window. The 12 coyotes fighting or the terrible karaoke rendition of “I will survive” from 4 houses down.,1457177912189218820,[],1355585935384035330,robertjamesashe,"Hollywood, CA",394,False,,,1.0
2021-11-07,02:47:30,"@EddieBarstool Those people walk by coyotes every day, fox is nothing",1457177865544355844,[],1336445614792425473,LogicalOSUfan,"Venice Beach, Los Angeles",5,False,,,1.0
2021-11-07,00:03:15,@opinion_joe Am finally listening to THE SHRINK NEXT DOOR. You owe the canyon coyotes an apology as my periodic screams of gleefully horrified shock as I hike and listen is alarming them.,1457136528765767680,[],19135516,quinncy,Los Angeles,77259,True,,,0.0
2021-11-06,22:33:19,"Coyotes @ Ducks 11/5/21 | NHL Highlights - NHL
https://t.co/B0oKNp64i1",1457113894913290244,[],1007725923720835072,NewsfeedsMedia,"Los Angeles, CA",215,False,,,0.0
2021-11-06,21:11:53,@SeanYoo the confidence of LA coyotes is admirable and horrifying,1457093404844863495,[],1616226162,jbienkahn,"Los Angeles, CA",1555,True,,,0.0
2021-11-06,19:23:29,@3Pugs1 Be careful about those coyotes😉❤🐾💜🐾💛🐾💙🐾💚🐾,1457066123560583170,[],18438760,dek56,"Los Angeles, CA",1353,True,,,0.0
2021-11-06,18:37:47,@ImmortalTech Gotta release them Coyotes and into the tunnels and subways of New York. They’ll eat up all them rats. Quick. Jus sayin https://t.co/6fthZX4NMR,1457054622569283588,[],1295037747615248384,RhymeDisciples,"Los Angeles, CA",103,False,,,0.0
2021-11-06,18:13:48,@SomeHart Coyotes only eat their head,1457048586751856643,[],2914834269,Raul_canelo,"Los Angeles, CA",2288,True,,,0.0
2021-11-06,18:00:08,"@grumpysmancave @thehill Trump had a zero policy that separated children.
Wtf are you talking about

If this had been about mothers selling their kids to coyotes, you think we'd be rushing to pay the hush money like this?
LOL.",1457045146139172864,[],846445608361603072,bex0760,"Los Angeles, CA",4979,False,,,0.0
2021-11-06,17:22:49,Coyotes definitely earn the name wiley,1457035757667774467,[],1138431,miyukijane,"Venice, CA",2247,True,,,0.0
2021-11-06,16:21:51,"The most magical moment on the preserve came as I was leaving. As the sun began setting a chorus of coyotes began to sing, and looking across the wide open expanse, I felt like I was getting a glimpse of how wild and mysterious this incredible grassland ecosystem would have been. https://t.co/GBqt6i2FI8",1457020413322547201,[],1628345323,inkandtonic,"Los Angeles, CA",862,True,,,0.0
2021-11-06,16:10:12,"This makes me so happy to deal with the skunks and coyotes here in LA…cuz rats on the table, nah! https://t.co/fDzAFaZ9WD",1457017481046855685,[],68503971,EricBAnthony,"Los Angeles, CA",5580,True,,,0.0
2021-11-06,16:05:26,Got to go to first Ducks game of the year and watch them shove it up @RearAdBsBlog ‘s hoop. Coyotes??? Pfttt #Sandpaperfinish https://t.co/UmjYvBc6Qg,1457016284302901248,['Sandpaperfinish'],85730429,Fueledbyryry,"La Habra, CA",123,True,,,0.0
2021-11-06,14:32:02,@KierstenWarren I got up around 5:00 am a few months ago and took my golden doodle out back to go outside.  It was so dark and I let him out the gate before seeing 5 coyotes in the green space.  I screamed and they ran off and I dragged him back inside!,1456992778135605248,[],269778882,srwchristian,"Irvine, CA",355,False,,,1.0
2021-11-06,12:54:34,"@GinPalaceAlice @PepperOceanna Coyotes are rude and won't even look at me, though. 😅 I still love them!",1456968249183113222,[],24736943,mindymayhem,"Huntington Beach, California",1742,False,,,0.0
2021-11-06,12:36:05,If u don’t live In LA you would never expect it but you hear screaming coyotes on a nightly basis running thru the streets like the third stage of hell and u just like get used to it,1456963599004422149,[],200400887,Con666rad,"Los Angeles, CA",731,True,,,0.0
2021-11-06,07:40:15,Liz wouldn’t let me go near the coyotes in the rite aid parking lot this is my villain origin story,1456889147172409344,[],98583062,maggiekingdom,"Los Angeles, CA",336,True,,,1.0
2021-11-06,06:50:42,Heard some coyotes yipping in the fog covered hills https://t.co/MxpCy2t82Y,1456876678102220801,[],46960191,ecareyo,"Los Angeles, CA",50849,True,,,0.0
2021-11-06,06:22:05,Coyotes win! First playoff win in school history! Our defense pitched a shut out!!! https://t.co/rMkBvDVVPQ,1456869476192829440,[],870759037532487680,CoachHedlund,"San Bernardino, CA",300,False,,,0.0
2021-11-06,06:19:41,"Make history or be history, my Coyotes decided to make history, the continues. Love this squad. Enjoy it tonight and back to the lab tomorrow. https://t.co/Xp5QGCpI6Q",1456868873748107268,[],1160326575587377152,IndianCoyote,"San Bernardino, CA",206,True,,,0.0
2021-11-06,05:36:33,"My Dawgz got to eat tonight!! Coyotes had a choice... ""make history, or be history"" ... We made made history! 
.
#ishscoyotes @ Indian Springs High School https://t.co/PpdC55eIP7",1456858019334135815,['ishscoyotes'],471617551,Rodney909,909 ,96,True,-117.253,34.1114,0.0
2021-11-06,05:20:07,Adam Henrique had one goal and one assist in the Ducks' third-straight victory.  https://t.co/cmjXYILJY4,1456853883851055104,[],24928809,CBSLA,Los Angeles,265810,True,,,0.0
2021-11-06,05:10:10,@margieacsa @NatlBlueRibbon @lc_coyotes Thank you @margieacsa - This award reminds us of our path forward-  We do all we do for our amazing scholars!  I am #CESDproud!,1456851377892859910,['CESDproud'],3281641669,CentraliaSup,"Buena Park, CA",660,True,,,0.0
2021-11-06,05:08:26,Depleted Ducks defeat Coyotes for 3rd straight win https://t.co/b5mOXtikiv,1456850944851857412,[],48791466,RedlandsNews,"Redlands, CA",10199,False,,,0.0
2021-11-06,04:55:45,Depleted Ducks defeat Coyotes for 3rd straight win https://t.co/r0AmmWv63O,1456847750608392193,[],19312573,SGVTribune,"Monrovia, CA",38963,False,,,0.0
2021-11-06,04:55:45,Depleted Ducks defeat Coyotes for 3rd straight win https://t.co/BQ6REXPwHl,1456847750608338948,[],357855989,DailyBreezeNews,"Torrance, CA",45380,False,,,0.0
2021-11-06,04:55:44,Depleted Ducks defeat Coyotes for 3rd straight win https://t.co/0rCwQ2khEB,1456847748448325635,[],163633469,presstelegram,"Long Beach, CA",21821,False,,,0.0
2021-11-06,04:55:44,Depleted Ducks defeat Coyotes for 3rd straight win https://t.co/WWEefWdigl,1456847746586062853,[],36726529,sbsun,"San Bernardino, CA",44233,True,,,0.0
2021-11-06,04:55:44,Depleted Ducks defeat Coyotes for 3rd straight win https://t.co/4GzSM9DrRO,1456847746342821889,[],15937533,pressenterprise,"Riverside, CA",100783,True,,,0.0
2021-11-06,04:55:27,Depleted Ducks defeat Coyotes for 3rd straight win https://t.co/AUcsMeW6ST,1456847675043819522,[],17820493,ocregister,"Orange County, CA",221847,True,,,0.0
2021-11-06,04:55:08,Depleted Ducks defeat Coyotes for 3rd straight win https://t.co/eH7fTgy9Mq,1456847594546679810,[],36739057,ivdailybulletin,"Ontario, CA",14566,True,,,0.0
2021-11-06,04:53:28,@Loongtv Keeping the Coyotes winless,1456847178631053312,[],2338663171,TheJordanKempf,"Lakewood, CA",135,True,,,0.0
2021-11-06,04:41:11,I hope the coyotes get the 4th pick in the draft.,1456844086531407872,[],531917668,Moorlach,"Newport Beach, CA",664,True,,,0.0
2021-11-06,04:39:34,Ryan Getzlaf chirping at the Coyotes bench even after the final buzzer had sounded: https://t.co/vju9RDnVlQ,1456843678509453317,[],301691154,Felix_Sicard,"Newport Beach, CA",2416,True,,,0.0
2021-11-06,04:34:14,There goes the shutout… coyotes get on the board,1456842338207035394,[],2358848610,DucksNPucks,"Anaheim, CA",18847,False,,,0.0
2021-11-06,04:32:11,The Arizona Coyotes. Yikes.,1456841820810268672,[],31293517,dodger1214,Los Angeles,110,True,,,0.0
2021-11-06,04:29:35,Defense....Defense.....Defense.... Coyotes lead 8-0 with 4 min to play. @ Indian Springs High School https://t.co/VEZHdQ1Mjo,1456841164787621888,[],2704634042,ISHSCoyotes,San Bernardino CA,407,True,-117.253,34.1114,0.0
2021-11-06,04:11:29,"Manson goes after two Coyotes at once, because why not? https://t.co/z3auaznFn4",1456836611493154819,[],301691154,Felix_Sicard,"Newport Beach, CA",2416,True,,,0.0
2021-11-06,03:43:39,@nicole_ramberg Even coyotes are celebrating Biden's win. 🙂,1456829607525507075,[],1429191686261932035,VPaterno19,Los Angeles,318,False,,,0.0
2021-11-06,03:27:08,"The Coyotes might as well try to fight, because they sure aren't doing much of anything during play.",1456825448231411712,[],301691154,Felix_Sicard,"Newport Beach, CA",2416,True,,,0.0
2021-11-06,03:22:38,@HaleyAgee guh please don’t😂 like u don’t have coyotes in ur backyard,1456824319275945994,[],905255284171563012,jackkboy47,"br, la",1944,False,,,0.0
2021-11-06,02:22:44,"End of 1st Quarter, Coyotes 0, Verbum Dei 0. @ Indian Springs High School https://t.co/46uJfhr2Il",1456809241969299457,[],2704634042,ISHSCoyotes,San Bernardino CA,407,True,-117.253,34.1114,0.0
2021-11-06,01:51:20,2.  ...then...in the distance...a pack of coyotes started softly howling. Proper scary!! Family legged it! Leaving me to dowse the flames with a watering can filled from the pond...,1456801342748508164,[],1491646693,solusandearg,Eastern Ontario,125,False,,,1.0
2021-11-06,01:27:23,"@MarinScreams @KierstenWarren I live in Anaheim and it's common to see coyotes around March-April at all times. Animal control even puts warnings around the city. There's no hills around here, I don't know where they come from.",1456795315055460354,[],52295643,abrilshande,"Anaheim, CA",586,True,,,1.0
2021-11-06,00:31:06,@CentraliaSup @NatlBlueRibbon @lc_coyotes Amazing work @lc_coyotes!,1456781149439610882,[],750768528773427200,bt_eagles,"Buena Park, CA",249,False,,,0.0
2021-11-05,22:15:41,"@hjelle_brian Not even birds. Excess goes to chipmunks, squirrels, rats, skunks, etc  which then attracts coyotes and other predators. Then the neighbourhood freaks out and insists the coyotes are removed. Someone starts leaving out poison,...... Not good.",1456747072330375172,[],272448767,KidinaSandbox,Southern Ontario,743,True,,,0.0
2021-11-05,22:11:46,COYOTES VS VERBUM DEI AT INDIAN SPRINGS HIGH SCHOOL.  7PM KICKOFF.  TICKETS AVAILABLE VIA THE QR CODE OR https://t.co/vhEQu0Mi7B. https://t.co/fWqFuOuOR5,1456746086668849152,[],2704634042,ISHSCoyotes,San Bernardino CA,407,True,,,0.0
2021-11-05,22:03:44,"💙 These deer are so dear! We don't offer cookies to 🦌🦌who visit our backyard, but we do let them feast on the rosebuds. (which they devour!) Yes, in metropolis of LA, we get deer, bobcats, raccoons, skunks &amp; coyotes. Happy to share - they were here first. #mydayinla https://t.co/SmVAaSCem7",1456744066008305665,['mydayinla'],100453107,elizabethkarr,"Los Angeles, California",9324,True,,,1.0
2021-11-05,18:35:16,@RexChapman Love it when I hike at Griffith Park I run into deer or coyotes (not so much for them rattlesnakes lol),1456691601867112448,[],289191099,JM3NA,Los Angeles,50,True,,,0.0
2021-11-05,17:12:26,"Calling all Coyotes!
Careers Representing America: STEM Diversity Career Fair https://t.co/m3WIFxTEqg",1456670755660320770,[],889542277676146688,CSUSB_SBS,"San Bernardino, CA",125,False,,,0.0
2021-11-05,15:41:30,GAME DAY! Ducks takes on Coyotes tonight!! I’ll be at the game also #FlyTogether @savnhl @91_Pluty @annoyedducksfan @LBCHaloQuacks @sailorelijah @ItsJenJenM @JessicaMedinaa @beskarbby @Quackie_10 @CJKChel @lonninm @smith93jas @Ramirez35Sara @Rgonzo444 @josephlunar824 @zack_hamel9 https://t.co/2y6nF9HLyF,1456647873123155973,['FlyTogether'],393792064,LakerChris26,,3634,True,,,0.0
2021-11-05,15:15:35,@TimonicWulfgar Like... They live in a neighborhood with a lot of coyotes too. You picked wrong friends,1456641350795862017,[],14254444,krenshar_posts,"Los Angeles, CA",8663,True,,,0.0
2021-11-05,11:58:53,@CentraliaSup @NatlBlueRibbon @lc_coyotes Absolutely!! That is the goal!!,1456591850085642244,[],750768528773427200,bt_eagles,"Buena Park, CA",249,False,,,0.0
2021-11-05,05:05:01,Thought I heard a dog being eaten by coyotes but then the sounds went away,1456487693437657088,[],777378612,Greg_Dmnd,"Los Angeles, CA",732,True,,,1.0
2021-11-05,04:58:47,"@bt_eagles @NatlBlueRibbon @lc_coyotes Thank you, Principal Dominguez!   Is @bt_eagles next for a @NatlBlueRibbon ?",1456486125686738986,[],3281641669,CentraliaSup,"Buena Park, CA",660,True,,,0.0
2021-11-05,03:10:34,"I had an amazing football coach when I was a freshman in high school, fresh to everything around me in sunny CA. Meant the world. Coach Coppola #CHS #Coyotes 

#ThanksCoach",1456458892561371139,"['CHS', 'Coyotes', 'ThanksCoach']",81296007,TalentDisplay,"Los Angeles, CA",8782,False,,,0.0
2021-11-04,22:44:02,City Council could green-light Los Coyotes Diagonal signal improvements  https://t.co/6K77qjvSAu,1456391816761257986,[],20496846,LongBeachPost,"Long Beach, California",58848,True,,,0.0
2021-11-04,22:23:21,@CentraliaSup @NatlBlueRibbon @lc_coyotes Congratulations!! @lc_coyotes,1456386612309344298,[],750768528773427200,bt_eagles,"Buena Park, CA",249,False,,,0.0
2021-11-04,17:54:02,"What are the odds of being on a ✈️ to the @NatlBlueRibbon ceremony  &amp; hearing the voice of a young man say, “Is that face mask for @lc_coyotes?That’s my elementary school!”He then says, “My 6th gr. Teacher was Ms. Vey. Is she here?”👍 #relationships!  #CESDproud!  @teachcardona https://t.co/mMQusWLvV1",1456318838077808642,"['relationships', 'CESDproud']",3281641669,CentraliaSup,"Buena Park, CA",660,True,,,0.0
2021-11-04,17:40:55,"Long Beach, California - Ate the white pie pizza. Was the only thing I ate all day. Hours later, bubb... Food Poisoning https://t.co/Ui8DT0myCt #nausea #diarrhea #fatigue #stomachpain",1456315534610403344,"['nausea', 'diarrhea', 'fatigue', 'stomachpain']",921197448885886977,iwaspoisoned_,,293,True,-118.1080387,33.8198435,1.0
2021-11-04,17:05:32,@obsurdist @gps_tx @resnikoff Here in southern CA I read a Nextdoor comment thread that compared homeless people to coyotes. I’ve had enough.,1456306631180894209,[],255411507,stephmcgowan11,"Orange County, CA",147,True,,,0.0
2021-11-04,15:48:03,We are thrilled to be at the @NatlBlueRibbon ceremony to receive the #nbrs2021 award for @lc_coyotes. https://t.co/pQC6GQzALB,1456287131479990284,['nbrs2021'],3281641669,CentraliaSup,"Buena Park, CA",660,True,,,0.0
2021-11-04,14:41:35,@Davenportant my neighbors have a coop. out here coyotes are the real chicken getters,1456270406730407943,[],531613124,UncleNatie,LA,648,False,,,0.0
2021-11-04,13:41:18,@eyeslikebadu What? You have buddies that coyotes,1456255236402671623,[],3840993492,MisterSal1974,"Los Angeles, CA",57,True,,,0.0
2021-11-04,07:04:25,The coyotes outside being a little too loud rn,1456155355440836617,[],348930681,ChloeEfuru,"West Covina, CA",802,False,,,0.0
2021-11-04,04:24:15,"@4jinxremoving See did not know that as living in a city - we have like coyotes, raccoons, squirrels etc.. but no deer unless I go up in the mountain areas more but do they touch them or something, it just seems odd that humans can give it to animals - I know a lot of zoo animals have been",1456115048888164355,[],23585011,Peggles12,"Los Angeles, CA",574,False,,,0.0
2021-11-04,04:04:12,"Happy Hump Day coyotes ! 
#CoyoteRadio FG https://t.co/v1QIKoAsVZ",1456110002696073221,['CoyoteRadio'],501125297,CoyoteRadioCSU,San Bernardino,1335,True,,,0.0
2021-11-04,02:09:05,Hey there Coyotes! Have you seen these students around school?!?! Here are four more Coyotes for you to meet! Do you have something in common? #WeAreOV https://t.co/Ud5Jb9h9CN,1456081031560269826,['WeAreOV'],4724525808,OrangeVistaASB,"Perris, CA",791,True,,,0.0
2021-11-04,01:53:14,"@CuarentaqSonUno @christine_p_33 No match. Especially if it’s 2 Coyotes. Coyotes can get up pretty high when they are on a hunt. I. Really, Really hope you find him. Maybe he’s been accidentally locked in somewhere???",1456077042185764867,[],133386683,Ammoo7,"Los Angeles, CA",79,False,,,0.0
2021-11-04,00:54:34,Seeing coyotes in daylight hours is pretty unsettling 😳,1456062281016504324,[],76498587,brooklynaguirre,"Los Angeles, CA",1741,True,,,0.0
2021-11-04,00:26:19,"#SONKSWIN

The #STSONKS beat the Arizona Coyotes!

Final Score: SONKS 5, Coyotes 3

#STSONKS #1P94",1456055170295533574,"['SONKSWIN', 'STSONKS', 'STSONKS', '1P94']",1456046647306330115,StSonks,St. Catherines Ontario,1,False,,,0.0
2021-11-03,23:19:43,"NHL Highlights | Coyotes vs. Flyers - Nov. 2, 2021 - SPORTSNET
https://t.co/koIZxvUqxw",1456038409521307651,[],1007725923720835072,NewsfeedsMedia,"Los Angeles, CA",215,False,,,0.0
2021-11-03,22:01:23,@ColeTheBlackCat I have to say I'm rorn. Proud of the brave cat but coyotes are going into communities because man is taken ng away their habitat! Coyotes shouldn't starve because of man's greed!!,1456018697110183938,[],1082862304683712513,JayneeHarpe,,74,True,,,0.0
2021-11-03,21:14:57,"Wait, the Coyotes are 0-9?! Lol",1456007012295184385,[],299932701,sundevilpat,"Corona, CA",661,True,,,0.0
2021-11-03,19:30:16,Get Discounted Tickets to come out to Honda Center in Anaheim on Friday Night to see the Ducks Face Off against the Arizona Coyotes #ducks #coyotes #arizonacoyotes #anaheimducks #anaheim #arizona #longbeach #coasttickets #tickets #duckstickets #hondacenterhttps://conta.cc/3wo30LD https://t.co/ICNlKARBS7,1455980666886164480,"['ducks', 'coyotes', 'arizonacoyotes', 'anaheimducks', 'anaheim', 'arizona', 'longbeach', 'coasttickets', 'tickets', 'duckstickets']",319185194,CoastTickets,"Long Beach, CA",469,False,,,0.0
2021-11-03,18:09:07,@wizkhalifa The Coyotes are worse so damn loud!,1455960246124376064,[],1397860717827526659,Queenbaths,"Calabasas, CA",10,False,,,0.0
2021-11-03,17:38:19,"@OnlineAlison Several comments later…
“I feed the coyotes!”",1455952495671341057,[],238253819,johnlevenstein,Sherman Oaks,34341,False,,,0.0
2021-11-03,17:36:04,@johnlevenstein If we hadn’t defunded police there wouldn’t be so many coyotes!!!!!!!,1455951926332329985,[],24115438,OnlineAlison,"Los Angeles, CA",22371,True,,,0.0
2021-11-03,16:17:03,"Hey Coyotes! There is a virtual PFC meeting next Wednesday, November 10th at 9:00 am. You don't wanna miss it.  Click here for the Zoom link:  https://t.co/2t8f4T7c9W or go to our website. #coyotepride #CHSPFC https://t.co/HDtuuiKqou",1455932042894614528,"['coyotepride', 'CHSPFC']",51948241,CalabasasHS,"Calabasas, CA",2213,True,,,0.0
2021-11-03,16:01:51,Hey Coyotes! Here are this week's events! #coyotepride #lvusd https://t.co/H8byvB3hTT,1455928219241230342,"['coyotepride', 'lvusd']",51948241,CalabasasHS,"Calabasas, CA",2213,True,,,0.0
2021-11-03,15:56:33,"Hey Coyotes! Next week we do not have school on Thursday, November 11th. Please plan accordingly. https://t.co/10i9f7G6Lg",1455926881484787713,[],51948241,CalabasasHS,"Calabasas, CA",2213,True,,,0.0
2021-11-03,15:38:40,"my poem “Baja”
whale bones in the desert, coyotes in the sea - If I’m not back within six weeks please don’t rescue me https://t.co/CZD93niYhy",1455922384481886213,[],334229260,Seekerini,"Long Beach, Ca",454,True,,,0.0
2021-11-03,14:11:43,"Coyotes @ Flyers 11/2/21 | NHL Highlights - NHL
https://t.co/guP6XqeCQE",1455900499841060870,[],1007725923720835072,NewsfeedsMedia,"Los Angeles, CA",215,False,,,0.0
2021-11-03,08:45:01,@kirst_alyssa Move the coyotes to Quebec where they will do better,1455818284893458432,[],462650378,MattTinyLorentz,St Clements Ont,181,True,,,0.0
2021-11-03,04:21:49,I JUST WATCHED A COUPLE LEAVE THEIR CRIB FOR A WALK AND GOT FOLLOWED BY 2 COYOTES LIKE RIGHT IN THEIR TRACKS LMFAOOOOL,1455752048234754048,[],36086449,ontheflogeorgie,"Orange County, California",866,True,,,0.0
2021-11-03,04:11:04,"Me: screams, “omg look at the sun setting it’s so pretty!”
BF: no I can’t look, I’m driving and there are wild animals like rabbits and coyotes.
Me: the sun is still out there are no coyotes!!!!
13 seconds later
BF: look! A coyote!!!!!
Wtf?!? Why was it out in the day?!?",1455749341281329161,[],23701803,memoryandadream,Orange County,340,True,,,1.0
2021-11-03,03:24:15,"@tagaq Saw a group of about five coyotes today walking down the street, definitely hanging out.",1455737562870341633,[],877941874417319937,LabSpecEth,"Pasadena, CA",2000,False,,,1.0
2021-11-03,01:18:16,"Coyotes Football Playoff Tickets on sale now, online only.    This Friday, November 5, 2021 at Indian Springs  High School vs Verbum Dei.  7:00pm Kickoff. GO COYOTES! https://t.co/fTKqtY9ES0",1455705854544650243,[],2704634042,ISHSCoyotes,San Bernardino CA,407,True,,,0.0
2021-11-03,00:59:15,Aaaannnnddd The Lady Coyotes Win....11-7 over La Quinta today in the CIF Wildcard Round.  Tomorrow The Ladies travel to San Dimas for their match at 2pm @ Indian Springs High School https://t.co/PGKfoaoAJP,1455701071117049863,[],2704634042,ISHSCoyotes,San Bernardino CA,407,True,-117.253,34.1114,0.0
2021-11-03,00:36:20,"Yes, and for coyotes. 

These animals are as part of America as anything. 

https://t.co/W1lk3ZJjvY",1455695304750092294,[],724299151,VildeHaya,"Los Angeles, CA",789,False,,,0.0
2021-11-03,00:19:44,"i'm gonna pull for Thoma as soon as i get home

if i get Hu Tao i will lay in the orange grove out back and wait for the coyotes to come eat me",1455691127147749381,[],1444976640,Cyleki,"Lake Elsinore, CA",60,False,,,0.0
