tweet,relevant,proba_0,proba_1
Oh…and I got Canelo with a 6th round KO tonight…Plant CANT Plant and trade punches…Gotta run like Roadrunner from Wylie Coyote all night,0.0,0.8706202870331725,0.12937971296682474
"Coyotes @ Ducks 11/5/21 | NHL Highlights - NHL
https://t.co/B0oKNp64i1",0.0,0.9969190699560765,0.0030809300439238667
@ImmortalTech Gotta release them Coyotes and into the tunnels and subways of New York. They’ll eat up all them rats. Quick. Jus sayin https://t.co/6fthZX4NMR,0.0,0.9853418676405927,0.014658132359406655
"The most magical moment on the preserve came as I was leaving. As the sun began setting a chorus of coyotes began to sing, and looking across the wide open expanse, I felt like I was getting a glimpse of how wild and mysterious this incredible grassland ecosystem would have been. https://t.co/GBqt6i2FI8",0.0,0.08397589831718352,0.9160241016828129
@KierstenWarren I got up around 5:00 am a few months ago and took my golden doodle out back to go outside.  It was so dark and I let him out the gate before seeing 5 coyotes in the green space.  I screamed and they ran off and I dragged him back inside!,1.0,0.004323456680358254,0.9956765433196438
I think Luna Likes her new Table 😹😛. https://t.co/kBRLsZDq15,0.0,0.9032537838318343,0.09674621616816691
"@gates_mcfadden I’ve been so wondering how Rudi has been doing since his dramatic tree episode. If this were ‘Days of Our 9 Lives’, he’d be high on catnip &amp; explaining to the nurse how he doesn’t remember anything past the hi-speed coyote chase down the road.",0.0,0.9587536240396113,0.041246375960390325
"Josie Cotton, Suzanne Tabata, Johnny ""Rotten"" Lydon, Ginger Coyote, Rocco going WILD at The Standard Hotel https://t.co/dZEEQ00xyu",0.0,0.9267147312014556,0.07328526879854425
Liz wouldn’t let me go near the coyotes in the rite aid parking lot this is my villain origin story,1.0,0.1302867894073149,0.8697132105926858
"My Dawgz got to eat tonight!! Coyotes had a choice... ""make history, or be history"" ... We made made history! 
.
#ishscoyotes @ Indian Springs High School https://t.co/PpdC55eIP7",0.0,0.9999615691689903,3.8430831013459546e-05
Adam Henrique had one goal and one assist in the Ducks' third-straight victory.  https://t.co/cmjXYILJY4,0.0,0.919693896367324,0.08030610363267565
I hope the coyotes get the 4th pick in the draft.,0.0,0.9054736961148869,0.09452630388511402
"End of 1st Quarter, Coyotes 0, Verbum Dei 0. @ Indian Springs High School https://t.co/46uJfhr2Il",0.0,0.9994251262491008,0.0005748737508983003
2.  ...then...in the distance...a pack of coyotes started softly howling. Proper scary!! Family legged it! Leaving me to dowse the flames with a watering can filled from the pond...,1.0,0.07249400082020448,0.9275059991797945
"@KierstenWarren Interesting aside, the coyote is the only “large” predator in the modern era, to expand its range into a separate sub-genus, the Eastern Coyote. (Time-Life told me this as a kid)…😎",0.0,0.9407556864690487,0.05924431353095116
"💙 These deer are so dear! We don't offer cookies to 🦌🦌who visit our backyard, but we do let them feast on the rosebuds. (which they devour!) Yes, in metropolis of LA, we get deer, bobcats, raccoons, skunks &amp; coyotes. Happy to share - they were here first. #mydayinla https://t.co/SmVAaSCem7",1.0,0.09356125486655721,0.9064387451334402
"Calling all Coyotes!
Careers Representing America: STEM Diversity Career Fair https://t.co/m3WIFxTEqg",0.0,0.9408495659358692,0.0591504340641305
Happy Friday &amp; Happy Native American Month! Channel your inner #Coyote with #SpaceCoyote and enjoy Today’s 3.5g Flower &amp; Infused PreRoll #BOGO. Visit https://t.co/WmZGbHsFgq for all the details! 😎 https://t.co/mUX773jbug,0.0,0.9995330811186217,0.00046691888138065203
GAME DAY! Ducks takes on Coyotes tonight!! I’ll be at the game also #FlyTogether @savnhl @91_Pluty @annoyedducksfan @LBCHaloQuacks @sailorelijah @ItsJenJenM @JessicaMedinaa @beskarbby @Quackie_10 @CJKChel @lonninm @smith93jas @Ramirez35Sara @Rgonzo444 @josephlunar824 @zack_hamel9 https://t.co/2y6nF9HLyF,0.0,0.9889967921374521,0.011003207862549453
@TimonicWulfgar Like... They live in a neighborhood with a lot of coyotes too. You picked wrong friends,0.0,0.140031751322279,0.8599682486777178
"The police sirens 
Trigger coyote howling
Alarming music

#haiku 

I need more sleep",0.0,0.871890214450648,0.1281097855493528
"Current Coyote Entrepreneurs: Visit the link in our bio to sign up! At Lunch on Tuesday, November 9th we will provide you with a table to promote your small business or quarantine hobby. No Sales can take place, but you can advertise to increase your clientele! 🦊🧡 https://t.co/y2Aqr3LRUU",0.0,0.9457310784100948,0.05426892158990518
City Council could green-light Los Coyotes Diagonal signal improvements  https://t.co/6K77qjvSAu,0.0,0.9408495659358692,0.0591504340641305
"After 2 years of dark, quiet stadiums…the Coyote Pride was able to perform under the lights once again! And they did a fantastic job!! We received a 61.68 which is also the highest score we have EVER received on the field. That put us 2nd in our division and 7th (out of 9) bands https://t.co/r0fpvwL3mY",0.0,0.9858571309123437,0.014142869087657018
"@kainlumieres El Barrio Cantina, Gus Fried Chicken, Little Coyote, Robert Earls",0.0,0.9267147312014556,0.07328526879854425
"What are the odds of being on a ✈️ to the @NatlBlueRibbon ceremony  &amp; hearing the voice of a young man say, “Is that face mask for @lc_coyotes?That’s my elementary school!”He then says, “My 6th gr. Teacher was Ms. Vey. Is she here?”👍 #relationships!  #CESDproud!  @teachcardona https://t.co/mMQusWLvV1",0.0,0.9214084939308158,0.07859150606918153
@BaG_Coyote I'm safe thank you.. yea I hope so too,0.0,0.9555397784533644,0.04446022154663612
Just saw a coyote in my neighborhood while walking Scout….and people still walk their dogs off leash here 😭,1.0,0.008643549952681987,0.9913564500473155
Great job Coach Sun and Coyote Athletes!! https://t.co/dvYszTIb9Y,0.0,0.9595645380713778,0.040435461928622005
"@KayinNasaki I think it takes some courage to implement a platformer-like game without physically impossible BS for jumps: no coyote time, no double jumps, no air control.  But there have to be advantages in the game being able to leverage your brain, and also no BS in the level design.",0.0,0.9789436711525406,0.021056328847456285
@StellarAntares @CassiusF0x @PNWorks This better have been at the Coyote Moon machine &gt;:3,0.0,0.9267147312014556,0.07328526879854425
"NHL Highlights | Coyotes vs. Flyers - Nov. 2, 2021 - SPORTSNET
https://t.co/koIZxvUqxw",0.0,0.9908138138619512,0.009186186138048055
@FriesFootball @NickOlsonNFL They have tried like 4 different things lol. Klint Kubiak is wile e coyote chasing a 2019 bootleg strike with increasingly galaxy brain ideas,1.0,0.946196154195858,0.05380384580414149
Get Discounted Tickets to come out to Honda Center in Anaheim on Friday Night to see the Ducks Face Off against the Arizona Coyotes #ducks #coyotes #arizonacoyotes #anaheimducks #anaheim #arizona #longbeach #coasttickets #tickets #duckstickets #hondacenterhttps://conta.cc/3wo30LD https://t.co/ICNlKARBS7,0.0,0.9956363743288988,0.004363625671102165
@wizkhalifa The Coyotes are worse so damn loud!,0.0,0.9858457285078316,0.014154271492168526
@TheOGpianoGeek That her COYOTE dues are late...,0.0,0.8841909320569076,0.11580906794309268
"my poem “Baja”
whale bones in the desert, coyotes in the sea - If I’m not back within six weeks please don’t rescue me https://t.co/CZD93niYhy",0.0,0.9729386232733829,0.027061376726618853
"Coyotes @ Flyers 11/2/21 | NHL Highlights - NHL
https://t.co/guP6XqeCQE",0.0,0.9969190699560765,0.0030809300439238667
"This sign messaging is excellent. 
New coyote warning signs being erected in Richmond https://t.co/18PAen4nFU via @TheRichmondNews",0.0,0.8948171819066345,0.10518281809336562
@dee_coyote I am causing problems on purpose.,0.0,0.8841909320569076,0.11580906794309268
"@Davidlaz And yes, sometimes prey is prey. My feline best friend was snatched by a coyote. I choose to remember her ""cross animal"" connections.",1.0,0.01390080602475148,0.9860991939752458
"Coyotes Football Playoff Tickets on sale now, online only.    This Friday, November 5, 2021 at Indian Springs  High School vs Verbum Dei.  7:00pm Kickoff. GO COYOTES! https://t.co/fTKqtY9ES0",0.0,0.9999129763646364,8.702363536105231e-05
@Southernvaper1 This is what I mean by playing with Eli. He never actually bit me. No pain. Just blood and stains on my shirts. But Eli has killed a coyote with a single bite to the neck. He is a badass dog. I love playing with him. It always ends with Eli on his back &amp; me rubbing his belly. https://t.co/ID8YPw2qGF,1.0,9.081170362770365e-08,0.999999909188294
Attention Coyote CCP Elective students! The Achieve 3000 Fall Reading Challenge begins soon. https://t.co/vtCU2hKYEK,0.0,0.992871996037868,0.007128003962130361
@PHNX_Coyotes Melker Karlsson of SJ is the Melk Man. We’re not stealing someone else’s nickname.,0.0,0.8841909320569076,0.11580906794309268
"The CSUSB 2021 Festival de Calaveras will be hosted by the Robert and Frances Fullerton Museum of Art (RAFFMA) on Saturday, Nov. 6 from 11 am - 4 pm. 

Coyote Radio will be in attendance with prizes, giveaways, and playing local bands! 

@RAFFMAcsusb @CSUSBALFSS @ALFSSCSUSB https://t.co/HfBc7hYC05",0.0,0.996192373359003,0.0038076266409946685
"To the guy that I saw in the Selanne Mighty Ducks jersey at the Flyers Coyotes game, sup?!?",0.0,0.9999460301539254,5.396984607591479e-05
"We are pleased to introduce the @KuceraCoyotes' brand new esports lab, a first of its kind in the RUSD!

Kucera MS launched its state-of-the-art lab with a grand opening ceremony today. The Coyote students were eager to walk through the doors and start gaming! 🎮🖥️ https://t.co/419kACDumz",0.0,0.9948175986656913,0.005182401334308801
"Heads up folks, probably won't be that active during the Ducks game seeing as I will be at the Flyers Coyotes game tonight!",0.0,0.9999540261252501,4.5973874748849705e-05
@asaprajy @TheRewatchables @BillSimmons @ChrisRyan77 I dunno. Michael Mann is the one director who consistently makes his movies worse when talking about them. At a screening in Oct he revealed the coyote scene in Collateral was produced and not an accident. COME ON dude! Everyone thought that was such a cool story. Now its gone.,0.0,0.9884576981802407,0.011542301819757452
@yeenyboi Need Coyote and Yeen pictures sometime ❤,0.0,0.9693637053722706,0.03063629462772996
"@CrytzerFry Fortunately, many wild animals are (as you know better than most) amazingly adaptable &amp; resilient — I love that coyotes find a way despite the despicable behavior of despicable humans. So happy for you &amp; Tripawd! ❤️",0.0,0.9181080399147961,0.08189196008520229
"@healthyheating I know this is a dumb reference, but I've loved watching my many dogs over the years putting their snouts up in the air to sample the drift. Off the breeze, coyote nearby? Or the waft of some dog in a car that just drove by. They're sniffing the tiny particles drifting by.",1.0,0.024315492441857208,0.9756845075581397
Report by Burbank PD of a coyote running around the area of Beachwood and Oak - watch your pets if you are in the area - Animal Shelter has been dispatched,1.0,0.07601557034230798,0.923984429657692
look at this big ass coyote Rosie &amp; I saw this morning 😳 https://t.co/2g5qtqvHnb,1.0,0.0032892400899619226,0.9967107599100411
There was a coyote in my backyard this morning. Why? 😭,1.0,0.025918854187308087,0.9740811458126912
"2/ We know that a Bobcat and Coyotes have been around the house because we’ve seen them on the outside cameras. One even came by to drink water at 12:45 p.m. in the afternoon a couple of days ago. 
We always had that worry that she was vulnerable.",1.0,0.02818957283179244,0.9718104271682103
A coyote ran across out path while we were out exploring our neighborhood and I'd like to think that's a positive omen of some kind,1.0,0.06358879441787801,0.9364112055821255
"@jabbafanclub @Nextdoor @bestofnextdoor And then you always see the follow up a few days later where they're all ""aww my poor baby got eaten by coyotes"" like oh no if only there was something you could've done to make that never happen, such as uhh not leaving your pet outside to be eaten by coyotes #weird",1.0,0.03545326998525705,0.9645467300147438
Now Playing:  Coyote by Joni Mitchell on https://t.co/NX6Q0NVj7f https://t.co/e30CeEMeN3,0.0,0.871890214450648,0.1281097855493528
@Doc_Coyote Makes sense to me,0.0,0.8995480317561574,0.10045196824384303
"@dr_earthquake This may be even more specific than that. Only in Southern California? LA County? The San Gabriel Valley? The specific combination of busy street traffic, wild peacocks and coyotes?",1.0,0.0003498066307410892,0.9996501933692582
Oh my god. There was just a traffic jam on California Blvd in front of our house because a peacock was chasing a coyote down the middle of the street. I swear I’m not making this up!,1.0,0.0010549540596338813,0.9989450459403707
@brody_coyote Oooh what did you notice bro,0.0,0.8513271315183066,0.1486728684816932
"Be safe out there coyotes 🎃 ! 
#CoyoteRadio FG https://t.co/6wBvDE8yqs",0.0,0.9107836470177471,0.08921635298225236
"Badass cat.

Cat Chases Coyote Away From Family Home in Daring Video https://t.co/145OSh9jHW via @Yahoo",1.0,0.004858998034044417,0.995141001965957
North Point HOA: Stop the North Pointe HOA from trapping and killing coyotes. - Sign the Petition! https://t.co/S7NOwdT5AQ via @Change,1.0,0.11966643980600795,0.88033356019399
D1 taking on Capistrano  Coyote.  Go Eagles 💛🦅💙 https://t.co/fLWXgcc2qJ,0.0,0.9267147312014556,0.07328526879854425
Had a coyote come into the backyard with 3 people and 2 dogs out there! The dogs chased it and it went over the fence into the yard behind ours #coyotesighting #valinda #carefuleveryone,1.0,0.008980818378132397,0.9910191816218704
Cat Chases Coyote Away From Family Home in Daring Video https://t.co/DGnf9ALjrT via @Yahoo,1.0,0.015371050675445608,0.9846289493245551
@tentacle_pup You don't need an AR unless it's 30-50 feral hogs 😂. There's got to be a better choice for sniping yotes! The coyotes around here keep a low profile &amp; we're lousy with rabbits so they don't bother chickens. Can't do Guinea hens because it's the suburbs.,0.0,0.9440304435523849,0.05596955644761438
Coyote Rescued After Getting Lodged in Front Grill of Car https://t.co/HG4ZO5SPQj,0.0,0.9587385045928369,0.04126149540716197
San Diego Humane Society caring for coyote rescued from car bumper in San Marcos https://t.co/l1rE381UNZ,1.0,3.3200268350904182e-06,0.9999966799731627
The Fall Fun Run Continues this Wed at the Coyote Bar and Grill in Downtown Carlsbad.  Come see So Cal's all star jam band live!  https://t.co/ajwumPjTcp,0.0,0.9999958174146786,4.182585317605816e-06
#SuccessionHBO tonight was like the coyote who chews off 3 legs and is still caught in the trap! https://t.co/a1KH6qHi49,0.0,0.9173322503844473,0.0826677496155517
The whole cartoon characters getting devoured in Pibby gives me flashbacks to my earliest childhood nightmare where Calamity Coyote got clubbed to death by an ogre in a minecart. That nightmare fucked me up pretty bad.,0.0,0.9227454646615426,0.07725453533845608
Weekly Howl Volume 1.11 - 📢 Check out what's happening at San Altos and see who this week's Coyote Fist Bump winner is! https://t.co/kLD7evnPCl https://t.co/5Rwmb4JSS1,0.0,0.9027815677516597,0.0972184322483398
"We apparently have a non “aroo” corgi. Sienna used to howl at sirens, but Tazzy hasn’t howled at all. I’ve taken to playing recordings of coyote howls to encourage her, but to no avail. https://t.co/p1sEb2oiQK",0.0,0.8646095247744885,0.13539047522551306
"Cal State LA took the first match on Friday, but again fell to the conference leading Coyotes in San Bernardino.
https://t.co/km9AiUj1Br",0.0,0.9954627309042492,0.004537269095749052
@HonkIfUrHoary It's difficult to tell. I'm tempted to say not a coyote.,0.0,0.8646095247744885,0.1353904752255121
@ring Its a shame ring is in the business of coyotes but any criminal action or men threatening to fight everyone including women at dog park gets taken down but you keep posting about coyotes. I post about mail thieves and threats but i get taken down,0.0,0.9773988903255597,0.022601109674433243
It's almost time for #CoyoteCreekChristmas. See the photos - https://t.co/w5gP6O6muU https://t.co/cSmG5AjvFY,0.0,0.8657286416381912,0.13427135836180834
"A Phoenix couple caught their cat chasing away a coyote from their home early in the morning and it was all captured on their security camera. ""Lucky, spunky cat.""  https://t.co/9CgTd7O8rG",1.0,4.184189413826124e-11,0.9999999999581632
bruh i was this close 🤏🏻 to hitting a coyote on my drive home just now,1.0,0.02513458182272903,0.9748654181772699
"@nevslin We have a few that walk a path on the other side of my street every night.  Once evening a few weeks ago, I heard barking for a long time - went out and it was one of those coyotes sitting on a rock just yapping for no apparent reason.  They actually are quite pretty.",1.0,0.00016182565378240532,0.9998381743462182
@danielleradford This makes Ripley sound like a more successful Wile E Coyote,0.0,0.9994566963951674,0.0005433036048304464
". @jackieemma91: I’ve had the worst drive
Coyote: bet!

*Coyote runs across the highway*",0.0,0.8619036494153154,0.1380963505846841
"A Phoenix couple caught their cat chasing away a coyote from their home early in the morning and it was all captured on their security camera. ""Lucky, spunky cat.""  https://t.co/8bnfBWc677",1.0,4.184189413826124e-11,0.9999999999581632
"""Hunting is not a sport. In a sport, both sides should know they're in the game."" 
- Paul Rodriguez

Stay safe. Be strong. Most of all be kind. Have a peaceful weekend friends.
📷 Eastern #coyote siblings enjoying a family cuddle and grooming moment. #onpoli #biodiversity #love https://t.co/m8Rv2gGcHI",0.0,0.9976741013956777,0.002325898604324506
"#ThousandOaks, Enjoy Living in a Community Surrounded by Open Space Shared w/#Wildlife?

Plz join me in signing a petition urging the North Point HOA to stop trapping &amp; killing #coyotes: 

https://t.co/qXRKGVdxQd

#ConejoValley #nature #outdoors #animals #hiking https://t.co/x4ZuM4hyPC",0.0,0.06774595835225958,0.9322540416477465
Please enjoy The STEAM Pumpkin Challenge Video https://t.co/WGuPAY3DHS @ocdestem https://t.co/YIiX1TCzOZ,0.0,0.957278050891158,0.0427219491088414
"Books: Peter Coyote’s “Tongue of a Crow”
#poetry #books #reviews #PeterCoyote #SanFrancisco #RobertDuncan #BrendaHillman #PatrickDonnelly 

https://t.co/ZpbWUoEmT9",0.0,0.9595645380713778,0.040435461928622074
"Looks like TNT has a west-coast NHL game every Wednesday after wrasslin (AEW). That's a pretty cool lead in - miles better than anything that was going on before NBCSN had games on. Unfortunately, in two weeks they're featuring a Coyotes game 😬",0.0,0.9999921966578634,7.803342134987455e-06
"@jodilasky2 @DonaldJTrumpJr And when you say separated families, are you speaking of how Trump DID NOT allow minors with adults who weren't their parents? You know, like coyotes &amp; drug cartel? Wake TF up!",0.0,0.997794316791743,0.0022056832082569763
"Woke up feeling great! Must be GAMEDAY!!!

Very proud of our FAMILY. Tonight will be a great challenge vs. the MVL champs, but going into our last game with a shot is all anyone can ask for. Blessed for the opportunity. Can’t wait for 7 PM

Let go Coyotes!!!",0.0,0.9948687772594975,0.005131222740502996
"@JmeDubya Old Man Coyote is actually Crow, he's their creator. 

To us Mąʼii (Coyote) is also referred to as Áłtsé hashké is very important and a sacred being who takes Coyote shape when in animal form.

That truly IS Coyote Country!",0.0,0.9958010705426112,0.004198929457388859
I don’t think coyotes or dingos are mean. They are small and cute.,1.0,0.07683043439334283,0.9231695656066562
My ass almost hit a coyote driving in Glendora wtf 😂,1.0,0.00942177081889264,0.9905782291811064
"Heads-up neighborhood coyotes, I backed OAK-D-Lite and Mini Pupper: Open-Source,ROS Robot Dog Kit by MangDang on @Kickstarter https://t.co/VrfY7t8pfH",0.0,0.8823085195365026,0.11769148046349867
"Kings suck as always but at least we aren’t the Blackhawks or Coyotes right now, two franchises in utter turmoil. 🤣🤦🏻‍♂️",0.0,0.974938184927959,0.025061815072039938
@osgood9 My pleasure. I went to both locales this past month. Was at the Greek on Saturday. Coyotes were out in force.,0.0,0.8646095247744885,0.13539047522551306
"@EvilViergacht I wish I had the time to follow every development. At the very least, this is seriously bad optics for Montana.

Closer to home, they're shooting coyotes with no bag limit. Even juveniles.",0.0,0.8552592999514903,0.1447407000485062
@ai6yrham It depends. I have a friend who lives in Sherman Oaks and every time they walk their dog they see coyotes. And I don’t mean from a distance. This is a heavily developed area and those things are aggressive.,1.0,0.0011079135240712474,0.9988920864759236
"In September, there were 4 reports of coyote interactions in San Marino. 3 of these were Level 1 (hearing or seeing coyotes) and 1 report was Level 2 (coyotes entering the yard with or without pets present). 

Report coyote sightings:

📞(626) 278-8039
📧coyotes@sgvcog.org. https://t.co/CT0fQRxu7n",1.0,0.036021409215889935,0.9639785907841079
Notes from the Field: Dr. Michelle Lute on the Latest Science About Coyote Diets and Behavior https://t.co/rJTTnfL72i via @ProjectCoyote,0.0,0.9693637053722706,0.03063629462772996
"The city of Redlands designated as “terminated” Coyote Aviation’s 20-year lease five months early on a technicality. The Sept. 5, 2000, contract called for Coyote to express, in writing, its desire to extend its lease. Coyote submitted that request … https://t.co/HChOggYiFI",0.0,0.9815371028205956,0.018462897179405375
Hey coyotes! Here is our bell schedule for tomorrow (10/29/21) HOMECOMING DAY! Please screen shot this so you know our bell schedule for the day. #bellschedule https://t.co/dSDGUH6IBq,0.0,0.990911859717452,0.009088140282549206
Second grade students enjoy fresh salad from their hydroponic garden!@ocdestem #STEAMpathways https://t.co/iokeNB7q9x,0.0,0.93475996097444,0.06524003902556033
@aussiastronomer Accurate. Though one time there was that neat video of a coyote eating a squirrel.,0.0,0.9199672128356943,0.08003278716430562
@Coyote_Arts He has to give her a good sniff before he started grooming her because last time she’d rolled in something and he was APPALLED https://t.co/tVIyUO5riP,0.0,0.8625242111523204,0.1374757888476812
@SketchCoyote intended for skyotes to be majestic... Like hawk wings and coyote ... Then I come along and make them derpy as hell and make them official pigeon hybrids https://t.co/pc5ms5DQDg,0.0,0.8668022038708284,0.13319779612917
Krispy Kreme is located at 4760 E. Los Coyotes Diagonal in CD4. https://t.co/Q8zyZRxvxy,0.0,0.9408495659358692,0.0591504340641305
Love to hear a pack of coyotes go absolutely buck wild like 2 minutes before we were gonna take the dog for a walk.,1.0,0.09607865436339172,0.9039213456366063
Look out! Those Crafty Coyote Pups are at it again and this time they have made it all the way to Build-A-Bear Workshop! Create your very own Coyote Pup exclusively at the Build-A-Bear Workshop in the California Marketplace. https://t.co/rmukmxMANY,0.0,0.965508430672272,0.03449156932772514
@lmauricecpr My pup Wile E. Coyote https://t.co/GBBzwXKu5z,0.0,0.9960274126350498,0.003972587364951226
"@yycnature @ProjectCoyote @ABWilderness @ConserveAlberta @Zenfolio Great content. A photo has the luxury of creating illusion which often in the case of coyotes, is maligning.",0.0,0.9473032920138291,0.052696707986171334
"2 am I let the dogs out.  
👇🏽escapes. Hubby &amp; I spend the wee morning hours driving, walking, screaming, shaking treats on the canyon where we live.  Owl almost hit my car.  Coyotes ran by. As I weep imagining Francis being food, he appears next to my car. Wanting treats. 😑 https://t.co/uJgxPOlTxh",1.0,1.2480658924569951e-07,0.9999998751934178
@wildbell @baddestmamajama Coyote? More like CUTIE! 😍,0.0,0.9518667040964548,0.048133295903545044
"Someone should start a page for all the crazy shit that comes across the @Nextdoor app… I’ll go 1st.. “a pack of Coyotes, Human &amp; Dog all meet late at night” for $100 Alex : https://t.co/XF1DIsyhtg",0.0,0.9841551457251675,0.01584485427483293
"Hey @OrangeVistaFB , we have some future Coyote football players in the making. #FalconsUnitedInExcellence https://t.co/S2VKMfkNt7",0.0,0.9570209075043243,0.04297909249567461
"OCTOBER DAYE X TRAIL OF LIGHTNING

As apocalypse engulfs two worlds, Latinx atheist Serena discovers she's a coyote shapeshifter when the fae kidnap her BFF. But to free them both, Serena must risk destroying Faerie and Earth.

#DVPit #A #P #F #UF 

#OWN #DIS #Atheism",0.0,0.9999999996455244,3.5448561650402683e-10
@Greenfairy001 Did they jump all over you for causing coyote panic since this is their land?  See that bs all over the Nextdoor app.  Sorry sweetie!,0.0,0.8569829332487443,0.14301706675125414
@Nameless_Coyote My best suggestion is in the options menu to turn the music off because you’ll hear more clearly a line Luigi says that you might miss with the music on.,0.0,0.965059104882322,0.03494089511767942
"Just spoiling the conclusion here for you, the Arizona Coyotes will get punished by the NHL more harshly for illegally working out draft prospects than the Chicago Blackhawks will for allowing ongoing sexual harassment to happen.",0.0,0.9999709250878255,2.90749121745368e-05
"@OctopusGilded Nice to see things like that out in the world. I live near a wildlife preserve, but all I ever see are coyotes. They don’t even have any decent Acme gear.",1.0,0.1253901129297104,0.8746098870702876
"Also airing Saturday, October 30, is #CoyoteCreekChristmas starring @JanelParrish and @RyanPaevey on @hallmarkchannel https://t.co/VcZbXVRNjF",0.0,0.930768553054035,0.06923144694596424
@LEARLOCKS Sweated the shit out of that. I’m playing coyotes opponents -1.5 all year bound to make money they are awful,0.0,0.9903544966228409,0.0096455033771581
@TDProductions2 The coyotes will need it revamp their pricing structure.,0.0,0.871890214450648,0.1281097855493528
"Bonus Mini Halloween Party pix, provided by @fablepaint ! Featuring @JacobDavison_ as Jason, @TheQueenCryptid as her true werewolf self, @KilotheMonster as The Lizard, @Doc_Coyote as a snazzy necromancer, and me as Strange Supreme lolol https://t.co/IP9TzH1ha7",0.0,0.9964923228401732,0.003507677159824738
@barilleon The Desert stage where you team up with roadrunner against coyote and his series of escalatingly dangerous/ineffective traps would be *chefs kiss*,0.0,0.856220188068297,0.1437798119317034
"🕯I’m manifesting a Coyote Ugly in LA🕯
🕯put me to work🕯",0.0,0.9966460475562743,0.0033539524437245496
Jumpstart’s Read for Record Day - Kindergarten enjoyed having Superintendent Martinez as our guest reader! She came wearing her mismatch for our school sprint day! https://t.co/pZR5NCV7mw,0.0,0.9824918740951125,0.017508125904886963
"@IamKingFluffy @LAKings I'm gonna make a bold prediction. Team # 32, Arizona Coyotes, will finish the season with a better record than the Kings.  You heard it here first!",0.0,0.9999546438754934,4.53561245060869e-05
#CountdownToChristmas is one of our favorite times of the year &amp; this movie is one we're looking forward to the most. #CoyoteCreekChristmas https://t.co/w5gP6O6muU https://t.co/lRJHqmf6zU,0.0,0.9791573167940232,0.020842683205980077
"this is coyote ugly (2000, dir. david mcnally) erasure https://t.co/B6CR3KH6ra",0.0,0.927389368429894,0.07261063157010708
"I am personally super unimpressed when a girl calls herself a goddess. 
That's what other people call you. 
Calling yourself that is cartoonishly self absorbed. 

Like Wile E Coyote having a business card that says ""genius"" on it. https://t.co/eS29gzAmbI",0.0,0.9998843505123441,0.00011564948765704879
@jenannrodrigues Coyotes here jump over fences. Can’t let your cat out or leave your dog in the backyard here,1.0,0.002033065618435628,0.9979669343815679
